SchulNr;Regschl;ABez1;ABez2;ABez3;PLZ;Ort;Strasse;TelVorw;Telefon;FaxVorw;Fax;ModemVorw;Modem;SF;OeffPri;KurzBez;SchBetrSchl;SchBetrSchlDatum;ArtderTraegerschaft;SchultraegerNr;Schulgliederung;Schulart;Ganztagsbetrieb;FSP;Verbund;Bus;Fachberater;FachberHauptamtl;TelNrDBSalt;RP;Email;URL;CD;Stift;OGTS;SELB;Internat;InternatPlaetze;SMail;SportImAbi;Tal;KonKop;KoRe;KoHo
"166923";"315000";"Städt. Georg-Büchner-Gymnasium";"- Sekundarstufen I und II -";"";"50858";"Köln";"Ostlandstr. 39";"02234";"4096-0";"02234";"700710";null;null;"20";"1";"Köln, Gym Georg-Büchner";1;"19730801";"03";"10182";null;"";"1";" ";"0";"0";null;null;null;" ";"166923@schule.nrw.de";"http://www.gbg.koeln";1;0;"0";"0";"0";0;null;"0";"0";"0";348114;5644811
"166935";"315000";"Städt. Gymnasium Rodenkirchen";"für Jungen und Mädchen";"- Sekundarstufen I und II -";"50996";"Köln";"Sürther Str. 55";"0221";"9355510";"0221";"93555132";null;null;"20";"1";"Köln, Gym Rodenkirchen";1;"19730801";"03";"10182";null;"";"0";" ";"0";"0";null;null;null;" ";"166935@schule.nrw.de";"http://www.gymnasium-rodenkirchen.de";1;0;"0";"1";"0";0;null;"0";"0";"0";359230;5639210
"166947";"362040";"Käthe-Kollwitz-Gymnasium";"der Stadt Wesseling";"";"50389";"Wesseling";"Bogenstr. ";"02236";"898800";"02236";"898816";null;null;"20";"1";"Wesseling, Gym Käthe-Kollwitz";1;"19730801";"06";"12889";null;"";"0";" ";"0";"0";null;null;null;" ";"166947@schule.nrw.de";"http://www.kkgwess.de";1;0;"0";"0";"0";0;null;"1";"0";"0";357165;5632222
"166959";"362036";"Geschwister-Scholl-Gymnasium";"";"";"50259";"Pulheim";"Hackenbroicher Str. 66a";"02238";"965440";"02238";"9654424";null;null;"20";"1";"Pulheim, Gym Geschwister-Scholl";1;"19730801";"06";"12890";null;"";"1";" ";"0";"0";null;null;null;" ";"166959@schule.nrw.de";"http://www.scholl-gymnasium.de";1;0;"0";"0";"0";0;null;"0";"0";"0";345532;5652653
"166960";"374004";"Wüllenweberschule";"Städt. Gymnasium";"";"51702";"Bergneustadt";"Am Wäcker 26";"02261";"789180";"02261";"7891817";null;null;"20";"1";"Bergneustadt, Gym Wüllenweberschule";1;"19730801";"06";"12919";null;"";"0";" ";"0";"0";null;null;null;" ";"166960@schule.nrw.de";"http://www.gymnasium-bergneustadt.de";1;0;"0";"0";"0";0;null;"0";"0";"0";404388;5652630
"166996";"374044";"Hollenberg-Gymnasium Waldbröl";"Städt. Gymnasium";"";"51545";"Waldbröl";"Goethestr. 6";"02291";"9300";"02291";"93039";null;null;"20";"1";"Waldbröl, Gym Hollenberg";1;"19730801";"06";"12993";null;"";"0";" ";"0";"0";null;null;null;" ";"166996@schule.nrw.de";"http://www.hollenberg-gymnasium.de";1;0;"0";"0";"0";0;null;"0";"0";"0";402064;5636998
"167009";"374048";"Dietrich-Bonhoeffer-Gymnasium";"Städt. Gymnasium";"";"51674";"Wiehl";"Hauptstr. 81";"02262";"999420";"02262";"9994223";null;null;"20";"1";"Wiehl, Gym Dietrich-Bonhoeffer";1;"19730801";"06";"13006";null;"";"0";" ";"0";"0";null;null;null;" ";"167009@schule.nrw.de";"http://www.dbgwiehl.de";1;0;"0";"0";"0";0;null;"0";"0";"0";398601;5645152
"167010";"378004";"Städt. Albertus-Magnus-Gymnasium";"für Jungen und Mädchen";"";"51429";"Bergisch Gladbach";"Kaule 3-15";"02204";"979150";"02204";"9791529";null;null;"20";"1";"Bergisch Gladbach, Gym Albertus-Magnus";1;"19730801";"06";"13020";null;"";"0";" ";"0";"0";null;null;null;" ";"167010@schule.nrw.de";"http://www.amg-bensberg.de";1;0;"0";"1";"0";0;null;"0";"0";"0";370530;5647156
"167022";"378004";"Städt. Otto-Hahn-Schule";"Gymnasium-Bensberg";"- Sekundarstufen I und II -";"51429";"Bergisch Gladbach";"Saaler Mühle 8";"02204";"30040";"02204";"300477";null;null;"20";"1";"Bergisch Gladbach, Gym Otto-Hahn-Schule";1;"19730801";"06";"13020";null;"";"0";" ";"0";"0";null;null;null;" ";"167022@schule.nrw.de";"";1;0;"0";"1";"0";0;null;"0";"0";"0";369166;5647352
"167034";"378004";"Dietrich-Bonhoeffer-Gymnasium";"Städt. Gymnasium";"";"51469";"Bergisch Gladbach";"Am Rübezahlwald 5";"02202";"28330";"02202";"283328";null;null;"20";"1";"Bergisch Gladbach, Gym Dietr.-Bonhoeffer";1;"19730801";"06";"13020";null;"";"1";" ";"0";"0";null;null;null;" ";"167034@schule.nrw.de";"http://www.dbg-gl.de";1;0;"0";"0";"0";0;null;"1";"0";"0";369648;5649026
"167046";"378004";"Nicolaus-Cusanus-Gymnasium";"- Sekundarstufen I und II -";"";"51465";"Bergisch Gladbach";"Reuterstr. 51";"02202";"969970";"02202";"9699739";null;null;"20";"1";"Bergisch Gladbach, Gym Nicolaus-Cusanus";1;"19730801";"06";"13020";null;"";"0";" ";"0";"0";null;null;null;" ";"167046@schule.nrw.de";"http://www.ncg-online.de";1;0;"0";"0";"0";0;null;"0";"0";"0";368265;5651177
"167058";"315000";"Städt. Maximilian-Kolbe-Gymnasium";"";"";"51147";"Köln";"Nachtigallenstr. 19-21";"02203";"2020770";"02203";"20207777";null;null;"20";"1";"Köln, Gym Maximilian-Kolbe-Gymnasium";1;"19730801";"03";"10182";null;"";"1";" ";"0";"0";null;null;null;" ";"167058@schule.nrw.de";"http://www.mkg-koeln.de";1;0;"0";"0";"0";0;null;"0";"0";"0";365558;5636385
"167060";"315000";"Stadtgymnasium Köln-Porz";"- Sekundarstufen I und II -";"";"51145";"Köln";"Humboldtstr. 2-8";"02203";"894020";"02203";"8940219";null;null;"20";"1";"Köln, Gym Stadt/Porz";1;"19730801";"03";"10182";null;"";"0";" ";"0";"0";null;null;null;" ";"167060@schule.nrw.de";"http://www.stadtgymnasium-porz.de";1;0;"0";"0";"0";0;null;"0";"0";"0";364337;5638543
"167071";"374052";"Erzbischöfliches St.-Angela-Gymnasium";"Staatl.gen. Gymnasium d. Erzbistums Köln";"für Jungen u. Mädchen-Sekundarst.I u.II-";"51688";"Wipperfürth";"Auf dem Silberberg 4";"02267";"4051";"02267";"82164";null;null;"20";"2";"Wipperfürth, Gym St.Angela";1;"19730801";"51";"71110";null;"";"0";" ";"0";"0";null;null;null;" ";"167071@schule.nrw.de";"http://www.sankt-angela.de";1;0;"0";"0";"0";0;null;"0";"0";"0";389075;5664511
"167083";"374052";"Städt. Engelbert-von-Berg-Gymnasium";"";"";"51688";"Wipperfürth";"Lüdenscheider Str. 46";"02267";"5021/22";"02267";"880735";null;null;"20";"1";"Wipperfürth, Gym Engelbert-von-Berg";1;"19730801";"06";"13043";null;"";"1";" ";"0";"0";null;null;null;" ";"167083@schule.nrw.de";"http://www.evb-gymnasium.de";1;0;"0";"0";"0";0;null;"1";"0";"0";388506;5664439
"167095";"378028";"Freiherr-vom-Stein-Gymnasium";"Gymnasium der Stadt Rösrath";"";"51503";"Rösrath";"Freiherr-vom-Stein-Str. 15";"02205";"3956";"02205";"86830";null;null;"20";"1";"Rösrath, Gym Freiherr-vom-Stein";1;"19730801";"06";"13092";null;"";"1";" ";"0";"0";null;null;null;" ";"167095@schule.nrw.de";"http://www.fvs-net.de";1;0;"0";"0";"0";0;null;"0";"0";"0";371968;5640732
"167101";"374008";"Aggertal-Gymnasium";"";"";"51766";"Engelskirchen";"Olpener Str. 13";"02263";"929400";"02263";"9294099";null;null;"20";"1";"Engelskirchen, Gym Aggertal";1;"19730801";"06";"13109";null;"";"1";" ";"0";"0";null;null;null;" ";"167101@schule.nrw.de";"http://www.aggertal-gymnasium.de";1;0;"0";"0";"0";0;null;"0";"0";"0";388905;5649365
"167113";"382056";"Rhein-Sieg-Gymnasium Sankt Augustin";"";"";"53757";"Sankt Augustin";"Hubert-Minz-Str. 20";"02241";"202190";"02241";"29171";null;null;"20";"1";"Sankt Augustin, Gym Rhein-Sieg";1;"19730801";"06";"13171";null;"";"0";" ";"0";"0";null;null;null;" ";"167113@schule.nrw.de";"http://www.rhein-sieg-gymnasium.de";1;0;"0";"0";"0";0;null;"0";"0";"0";371951;5626594
"167125";"382012";"Erzbischöfliche Ursulinenschule Hersel";"staatl.genehm.Ersatzschule d. Erzbistums";"Köln, Gymnasium f. Mädchen - Sek.I u.II-";"53332";"Bornheim";"Rheinstr. 182";"02222";"97710";"02222";"9771150";null;null;"20";"2";"Bornheim, Gym Ursulinenschule Hersel";1;"19730801";"51";"71110";null;"";"0";" ";"0";"0";null;null;null;" ";"167125@schule.nrw.de";"http://www.ursulinenschule-hersel.de";1;0;"0";"0";"0";0;null;"0";"0";"0";362310;5626426
"167137";"382016";"Siegtal-Gymnasium";"der Gemeinde Eitorf";"";"53783";"Eitorf";"Am Eichelkamp ";"02243";"92150";"02243";"921515";null;null;"20";"1";"Eitorf, Gym Siegtal";1;"19730801";"06";"13195";null;"";"0";" ";"0";"0";null;null;null;" ";"167137@schule.nrw.de";"http://www.siegtal-gymnasium.de";1;0;"0";"0";"0";0;null;"0";"0";"0";390652;5626005
"167149";"382020";"Gymnasium Hennef";"- Sekundarstufen I und II -";"";"53773";"Hennef (Sieg)";"Fritz-Jacobi-Str. 18";"02242";"5031";"02242";"866125";null;null;"20";"1";"Hennef, Gym Fritz-Jacobi-Str.";1;"19730801";"06";"13201";null;"";"1";" ";"0";"0";null;null;null;" ";"167149@schule.nrw.de";"http://www.gymnasium-hennef.de";1;0;"0";"0";"0";0;null;"0";"0";"0";378235;5626498
"167150";"382008";"Städt. Siebengebirgsgymnasium";"- Sekundarstufen I und II -";"in Bad Honnef";"53604";"Bad Honnef";"Rommersdorfer Str. 78-82";"02224";"93430";"02224";"934312";null;null;"20";"1";"Bad Honnef, Gym Siebengebirgsgymnasium";1;"19730801";"06";"13213";null;"";"0";" ";"0";"0";null;null;null;" ";"167150@schule.nrw.de";"http://www.sibi-honnef.de";1;0;"0";"0";"0";0;null;"0";"0";"0";374564;5612482
"167162";"382008";"Gymnasium Schloß Hagerhof Bad Honnef";"staatl. genehm. priv. Gymnasium";"für Jungen und Mädchen - Sek. I u. II -";"53604";"Bad Honnef";"Menzenberg 13";"02224";"93250";"02224";"932525";null;null;"20";"2";"Bad Honnef, Gym Schloß Hagerhof";1;"19730801";"36";"70701";null;"";"1";" ";"0";"0";null;null;null;"M";"167162@schule.nrw.de";"http://www.hagerhof.de";1;0;"0";"0";"3";100;null;"1";"0";"0";375867;5610050
"167186";"382024";"Gymnasium am Oelberg";"Städt. Gymnasium für Jungen und Mädchen";"";"53639";"Königswinter";"Weilerweg 25";"02244";"934100";"02244";"934101";null;null;"20";"1";"Königswinter, Gym am Oelberg";1;"19730801";"06";"13225";null;"";"1";" ";"0";"0";null;null;null;" ";"167186@schule.nrw.de";"http://www.gymnasium-am-oelberg.de";1;0;"0";"0";"0";0;null;"0";"0";"0";378071;5618875
"167198";"382032";"Konrad-Adenauer-Gymnasium";"- Schulzentrum -";"";"53340";"Meckenheim";"Königsberger Str. 30";"02225";"917401";"02225";"917403";null;null;"20";"1";"Meckenheim, Gym Konrad-Adenauer";1;"19730801";"06";"13249";null;"";"0";" ";"0";"0";null;null;null;" ";"167198@schule.nrw.de";"http://www.meckenheim-kag.de";1;0;"0";"0";"0";0;null;"0";"0";"0";361462;5609651
"167204";"382040";"Antoniuskolleg";"Priv. Gymnasium";"";"53819";"Neunkirchen-Seelscheid";"Pfarrer-Schaaf-Str. 1";"02247";"917712";"02247";"917711";null;null;"20";"2";"Neunkirchen-Seel., Gym Antoniuskolleg";1;"19730801";"35";"81449";null;"";"0";" ";"0";"0";null;null;null;" ";"167204@schule.nrw.de";"http://www.antoniuskolleg.de";1;0;"0";"0";"0";0;null;"0";"0";"0";382753;5633287
"167216";"382048";"Städt. Gymnasium Rheinbach";"für Jungen und Mädchen";"";"53359";"Rheinbach";"Königsberger Str. 29";"02226";"5919";"02226";"16228";null;null;"20";"1";"Rheinbach, Gym Königsberger Str.";1;"19730801";"06";"13286";null;"";"0";" ";"0";"0";null;null;null;" ";"167216@schule.nrw.de";"http://www.sg-rheinbach.de";1;0;"0";"0";"0";0;null;"0";"0";"0";354394;5609605
"167228";"382048";"Erzbischöfliches St.-Joseph-Gymnasium";"Ersatzschule des Erzbistums Köln";"Gym. für Mädchen  -Sekundarstufe I u.II-";"53359";"Rheinbach";"Stadtpark 31";"02226";"92240";"02226";"922420";null;null;"20";"2";"Rheinbach, Gym St.Joseph";1;"19730801";"51";"71110";null;"";"0";" ";"0";"0";null;null;null;" ";"167228@schule.nrw.de";"http://www.sjg-rheinbach.de";1;0;"0";"0";"0";0;null;"0";"0";"0";355131;5609626
"167241";"382060";"Städt. Anno-Gymnasium";"- Sekundarstufen I und II -";"";"53721";"Siegburg";"Zeithstr. 186-188";"02241";"1026700";"02241";"1026727";null;null;"20";"1";"Siegburg, Gym Anno-Gymnasium";1;"19730801";"06";"13304";null;"";"1";" ";"0";"0";null;null;null;" ";"167241@schule.nrw.de";"http://www.anno-gymnasium.de";1;0;"0";"0";"0";0;null;"0";"0";"0";374641;5629491
"167253";"382060";"Gymnasium Siegburg Alleestraße";"";"";"53721";"Siegburg";"Alleestr. 2";"02241";"1026600";"02241";"1026612";null;null;"20";"1";"Siegburg, Gym Alleestraße";1;"19730801";"06";"13304";null;"";"1";" ";"0";"0";null;null;null;" ";"167253@schule.nrw.de";"http://www.gymnasium-alleestrasse.de";1;0;"0";"0";"0";0;null;"0";"0";"0";373403;5628796
"167265";"382068";"Städt. Gymnasium Zum Altenforst";"- Sekundarstufen I und II -";"";"53840";"Troisdorf";"Zum Altenforst 10";"02241";"87470";"02241";"874711";null;null;"20";"1";"Troisdorf, Gym Zum Altenforst";1;"19730801";"06";"13328";null;"";"1";" ";"0";"0";null;null;null;" ";"167265@schule.nrw.de";"http://www.altenforst.de";1;0;"0";"1";"0";0;null;"0";"0";"0";371572;5630911
"167277";"382068";"Heinrich-Böll-Gymnasium Troisdorf";"Städt. Gymnasium mit Sekundarstufe I";"in Ganztagsform und Sekundarstufe II";"53844";"Troisdorf";"Edith-Stein-Str. 15";"02241";"9623500";"02241";"9623520";null;null;"20";"1";"Troisdorf, Gym Heinrich-Böll";1;"19730801";"06";"13328";null;"";"1";" ";"0";"0";null;null;null;" ";"167277@schule.nrw.de";"http://www.hbg-troisdorf.de";1;0;"0";"1";"0";0;null;"0";"0";"0";367667;5630016
"167289";"382076";"Bodelschwingh-Gymnasium Herchen";"der ev. Kirche im Rheinland";"Staatl. anerk. Gym.f. Jungen und Mädchen";"51570";"Windeck";"Bodelschwinghstr. 2";"02243";"92040";"02243";"6841";null;null;"20";"2";"Windeck, Gym Bodelschwingh Herchen";1;"19730801";"41";"70907";null;"";"0";" ";"0";"0";null;null;null;" ";"167289@schule.nrw.de";"http://www.bgh-windeck.de";1;0;"0";"0";"0";0;null;"0";"0";"0";395415;5626212
"167290";"334002";"Kaiser-Karls-Gymnasium";"Städt. Gymnasium";"";"52062";"Aachen";"Augustinerbach 7";"0241";"949630";"0241";"9496322";null;null;"20";"1";"Aachen, Gym Kaiser-Karls";1;"19730801";"03";"10194";null;"";"0";" ";"0";"0";null;null;null;" ";"167290@schule.nrw.de";"http://www.kaiser-karls-gymnasium.de";1;0;"0";"0";"0";0;null;"0";"0";"0";294267;5629090
"167307";"334002";"Viktoriaschule Aachen";"Priv. Gymnasium der ev.Kirche im Rheinl.";"für Jungen und Mädchen";"52066";"Aachen";"Warmweiherstr. 4-8";"0241";"946190";"0241";"9461931";null;null;"20";"2";"Aachen, Gym Viktoriaschule";1;"19730801";"41";"70907";null;"";"0";" ";"0";"0";null;null;null;" ";"167307@schule.nrw.de";"http://www.viktoriaschule-aachen.de";1;0;"0";"0";"0";0;null;"0";"0";"0";295266;5628116
"167319";"334002";"Rhein-Maas-Gymnasium";"Städt. Gymnasium für Jungen und Mädchen";"";"52066";"Aachen";"Rhein-Maas-Str. 2";"0241";"609430";"0241";"603970";null;null;"20";"1";"Aachen, Gym Rhein-Maas";1;"19730801";"03";"10194";null;"";"0";" ";"0";"0";null;null;null;" ";"167319@schule.nrw.de";"http://www.ac.shuttle.de/ac/rmg";1;0;"0";"0";"0";0;null;"0";"0";"0";294555;5626998
"167320";"334002";"Anne-Frank-Gymnasium";"der Stadt Aachen";"";"52072";"Aachen";"Hander Weg 89";"0241";"1769200";"0241";"1769226";null;null;"20";"1";"Aachen, Gym Anne-Frank";1;"19730801";"03";"10194";null;"";"0";" ";"0";"0";null;null;null;" ";"167320@schule.nrw.de";"http://www.anne-frank-gymnasium.de";1;0;"0";"0";"0";0;null;"0";"0";"0";292137;5632250
"167332";"334002";"Städt. Couven-Gymnasium";"";"";"52074";"Aachen";"Lütticher Str. 111a";"0241";"705200";"0241";"7052032";null;null;"20";"1";"Aachen, Gym Couven";1;"19730801";"03";"10194";null;"";"0";" ";"0";"0";null;null;null;" ";"167332@schule.nrw.de";"http://www.couven-gymnasium.de";1;0;"0";"0";"0";0;null;"0";"0";"0";293446;5627641
"167344";"334002";"Priv. St.-Ursula-Gymnasium";"";"";"52062";"Aachen";"Bergdriesch 32-36";"0241";"47030435";"0241";"23595";null;null;"20";"2";"Aachen, Gym St.Ursula";1;"19730801";"55";"82764";null;"";"1";" ";"0";"0";null;null;null;" ";"167344@schule.nrw.de";"http://www.st-ursula-aachen.de";1;0;"0";"0";"0";0;null;"0";"0";"0";294445;5629404
"167356";"334002";"Städt. Einhard-Gymnasium";"";"";"52066";"Aachen";"Robert-Schuman-Str. 4";"0241";"67017/18";"0241";"65006";null;null;"20";"1";"Aachen, Gym Einhard";1;"19730801";"03";"10194";null;"";"0";" ";"0";"0";null;null;null;" ";"167356@schule.nrw.de";"http://www.einhard-gymnasium.de";1;0;"0";"0";"0";0;null;"0";"0";"0";294962;5626830
"167368";"334002";"Städt. Gymnasium St. Leonhard";"";"";"52062";"Aachen";"Jesuitenstr. 9";"0241";"4131980";"0241";"41319837";null;null;"20";"1";"Aachen, Gym St.Leonhard";1;"19730801";"03";"10194";null;"";"1";" ";"0";"0";null;null;null;" ";"167368@schule.nrw.de";"http://www.leo-ac.de";1;0;"0";"0";"0";0;null;"0";"0";"0";294375;5628690
"167370";"334002";"Priv. Bischöfliches Pius-Gymnasium";"";"";"52066";"Aachen";"Eupener Str. 158";"0241";"609040";"0241";"6090429";null;null;"20";"2";"Aachen, Gym Pius";1;"19730801";"51";"71237";null;"";"0";" ";"0";"0";null;null;null;" ";"167370@schule.nrw.de";"http://www.pius-gymnasium.de";1;0;"0";"0";"0";0;null;"0";"0";"0";294331;5626466
"167381";"334002";"Geschwister-Scholl-Gymnasium";"Städt. Gymnasium für Jungen und Mädchen";"";"52068";"Aachen";"Stolberger Str. 200";"0241";"503962";"0241";"537414";null;null;"20";"1";"Aachen, Gym Geschwister-Scholl";1;"19730801";"03";"10194";null;"";"1";" ";"0";"0";null;null;null;" ";"167381@schule.nrw.de";"http://www.geschwister-scholl-gymnasium-aachen.de";1;0;"0";"0";"0";0;null;"0";"0";"0";297116;5628897
"167393";"334002";"Inda-Gymnasium";"Städt. Gym. für Jungen und Mädchen";"";"52076";"Aachen";"Gangolfsweg 52";"02408";"3071";"02408";"7693";null;null;"20";"1";"Aachen, Gym Inda";1;"19730801";"03";"10194";null;"";"0";" ";"0";"0";null;null;null;" ";"167393@schule.nrw.de";"http://www.inda-gymnasium.de";1;0;"0";"0";"0";0;null;"0";"0";"0";300863;5623143
"167400";"334004";"Gymnasium Alsdorf";"";"";"52477";"Alsdorf";"Konrad-Adenauer-Allee 1";"02404";"55880";"02404";"558829";null;null;"20";"1";"Alsdorf, Gym Alsdorf";1;"19730801";"06";"13353";null;"";"1";" ";"0";"0";null;null;null;" ";"167400@schule.nrw.de";"http://daltongymnasium-alsdorf.de";1;0;"0";"0";"0";0;null;"0";"0";"0";299161;5639836
"167411";"334008";"Gymnasium";"der Stadt Baesweiler";"";"52499";"Baesweiler";"Otto-Hahn-Str. 16-18";"02401";"2151";"02401";"88057";null;null;"20";"1";"Baesweiler, Gym Otto-Hahn-Str.";1;"19730801";"06";"13365";null;"";"0";" ";"0";"0";null;null;null;" ";"167411@schule.nrw.de";"http://www.gymnasium-baesweiler.de";1;0;"0";"0";"0";0;null;"0";"0";"0";302210;5643680
"167423";"334012";"Bischöfliche Liebfrauenschule";"Staatl. anerkanntes Gymnasium";"des Bistums Aachen  - Sek. I und II -";"52249";"Eschweiler";"Liebfrauenstr. 30";"02403";"70450";"02403";"7045120";null;null;"20";"2";"Eschweiler, Gym Liebfrauenschule";1;"19730801";"51";"71237";null;"";"0";" ";"0";"0";null;null;null;" ";"167423@schule.nrw.de";"http://www.bls-eschweiler.de";1;0;"0";"0";"0";0;null;"0";"0";"0";307237;5633906
"167435";"334012";"Städt. Gymnasium";"";"";"52249";"Eschweiler";"Peter-Paul-Str. 13";"02403";"50670";"02403";"506725";null;null;"20";"1";"Eschweiler, Gym Peter-Paul-Str.";1;"19730801";"06";"13377";null;"";"1";" ";"0";"0";null;null;null;" ";"167435@schule.nrw.de";"http://www.gymnasiumeschweiler.de";1;0;"0";"0";"0";0;null;"0";"0";"0";307905;5633433
"167447";"334016";"Städt. Gymnasium Herzogenrath";"";"";"52134";"Herzogenrath";"Bardenberger Str. 72";"02406";"4045/46";"02406";"13942";null;null;"20";"1";"Herzogenrath, Gym Bardenberger Str.";1;"19730801";"06";"13389";null;"";"1";" ";"0";"0";null;null;null;" ";"167447@schule.nrw.de";"http://www.gymnasium-herzogenrath.de";1;0;"0";"0";"0";0;null;"0";"0";"0";296445;5638617
"167459";"334020";"St. Michael-Gymnasium";"Städt. Gymnasium für Jungen und Mädchen";"";"52156";"Monschau";"Walter-Scheibler-Str. 51";"02472";"800100";"02472";"8001030";null;null;"20";"1";"Monschau, Gym St. Michael";1;"19730801";"08";"82557";null;"";"0";" ";"0";"0";null;null;null;" ";"167459@schule.nrw.de";"http://www.mgm-monschau.de";1;0;"0";"0";"0";0;null;"1";"0";"0";304200;5604279
"167460";"334032";"Städt. Ritzefeld Gymnasium";"";"";"52222";"Stolberg (Rhld.)";"Ritzefeldstr. 59";"02402";"29128";"02402";"22033";null;null;"20";"1";"Stolberg, Gym Ritzefeld";1;"19730801";"06";"13420";null;"";"1";" ";"0";"0";null;null;null;" ";"167460@schule.nrw.de";"http://www.ritzefeld-gymnasium.de";1;0;"0";"0";"0";0;null;"0";"0";"0";304577;5628551
"167472";"334032";"Städt. Goethe-Gymnasium";"";"";"52223";"Stolberg (Rhld.)";"Lerchenweg 5";"02402";"23791";"02402";"22613";null;null;"20";"1";"Stolberg, Gym Goethe";1;"19730801";"06";"13420";null;"";"1";" ";"0";"0";null;null;null;" ";"167472@schule.nrw.de";"http://www.goethe-gymnasium-stolberg.de";1;0;"0";"0";"0";0;null;"0";"0";"0";304147;5627800
"167484";"334036";"Gymnasium der Stadt Würselen";"";"";"52146";"Würselen";"Klosterstr. 74";"02405";"413290";"02405";"4132910";null;null;"20";"1";"Würselen, Gym Klosterstraße";1;"19730801";"06";"13432";null;"";"1";" ";"0";"0";null;null;null;" ";"167484@schule.nrw.de";"http://gymnasium-wuerselen.de";1;0;"0";"0";"0";0;null;"1";"0";"0";297641;5633707
"167496";"334036";"Heilig-Geist-Gymnasium";"Priv. Gymnasium für Jungen und Mädchen";"";"52146";"Würselen";"Broicher Str. 103";"02405";"7080";"02405";"70838";null;null;"20";"2";"Würselen, Gym Heilig-Geist-Gymnasium";1;"19730801";"55";"71055";null;"";"1";" ";"0";"0";null;null;null;" ";"167496@schule.nrw.de";"http://www.hgg-broich.de";1;0;"0";"0";"0";0;null;"0";"0";"0";301051;5636252
"167502";"358008";"Bischöfliche St. Angela-Schule";"Gymnasium";"";"52351";"Düren";"Bismarckstr. 24";"02421";"16041";"02421";"2079642";null;null;"20";"2";"Düren, Gym Bischöfl. St. Angela-Schule";1;"19730801";"51";"71237";null;"";"0";" ";"0";"0";null;null;null;" ";"167502@schule.nrw.de";"http://www.angelagymnasium.de";1;0;"0";"0";"0";0;null;"0";"0";"0";323100;5631299
"167514";"358008";"Stiftisches Gymnasium";"";"";"52349";"Düren";"Altenteich 14";"02421";"28990";"02421";"289916";null;null;"20";"1";"Düren, Gym Stiftisches Gymnasium";1;"19730801";"13";"70130";null;"";"0";" ";"0";"0";null;null;null;" ";"167514@schule.nrw.de";"http://www.stiftisches.de";1;1;"0";"0";"0";0;null;"0";"0";"0";322528;5630583
"167526";"358008";"Städt. Rurtal-Gymnasium";"";"";"52351";"Düren";"Bismarckstr. 17";"02421";"206380";"02421";"2063829";null;null;"20";"1";"Düren, Gym Rurtal";1;"19730801";"06";"13456";null;"";"1";" ";"0";"0";null;null;null;" ";"167526@schule.nrw.de";"http://www.rurtalgymnasium.de";1;0;"0";"0";"0";0;null;"0";"0";"0";323140;5631362
"167538";"358008";"Städt. Burgau-Gymnasium";"für Jungen und Mädchen";"";"52349";"Düren";"Karl-Arnold-Str. 5";"02421";"12196-0";"02421";"1219616";null;null;"20";"1";"Düren, Gym Burgau";1;"19730801";"06";"13456";null;"";"0";" ";"0";"0";null;null;null;" ";"167538@schule.nrw.de";"http://www.burgaugymnasium.de";1;0;"0";"0";"0";0;null;"0";"0";"0";323276;5629148
"167540";"358008";"Städt. Gymnasium am Wirteltor";"";"";"52351";"Düren";"Hans-Brückmann-Str. 1";"02421";"209090";"02421";"2090929";null;null;"20";"1";"Düren, Gym am Wirteltor";1;"19730801";"06";"13456";null;"";"0";" ";"0";"0";null;null;null;" ";"167540@schule.nrw.de";"http://www.wirteltor-gymnasium.de";1;0;"0";"0";"0";0;null;"0";"0";"0";322769;5631321
"167551";"358016";"Priv. Franziskus-Gymnasium";"Hürtgenwald-Vossenack";"";"52393";"Hürtgenwald";"Franziskusweg 1";"02429";"30860";"02429";"30866";null;null;"20";"2";"Hürtgenwald, Gym Franziskus";1;"19730801";"35";"79790";null;"";"0";" ";"0";"0";null;null;null;" ";"167551@schule.nrw.de";"http://www.franziskus-gymnasium.de";1;0;"0";"0";"0";0;null;"1";"0";"0";312732;5616942
"167563";"358024";"Priv. Gymnasium Haus Overbach";"";"";"52428";"Jülich";"Franz-von-Sales-Str. 3";"02461";"930300";"02461";"930399";null;null;"20";"2";"Jülich, Gym Haus Overbach";1;"19730801";"35";"71286";null;"";"0";" ";"0";"0";null;null;null;" ";"167563@schule.nrw.de";"http://www.gym-overbach.de";1;0;"0";"0";"0";0;null;"0";"0";"0";310832;5646779
"167575";"358024";"St. Josef-Schule";"Priv. Mädchengymnasium Jülich";"";"52428";"Jülich";"Dr.-Weyer-Str. 5";"02461";"97830";"02461";"978333";null;null;"20";"2";"Jülich, Gym St. Josef-Schule";1;"19730801";"99";"72412";null;"";"0";" ";"0";"0";null;null;null;" ";"167575@schule.nrw.de";"http://www.mgj-online.de";1;0;"0";"0";"0";0;null;"0";"0";"0";314910;5644471
"167587";"358024";"Gymnasium Zitadelle";"der Stadt Jülich";"";"52428";"Jülich";"In der Zitadelle ";"02461";"978610";"02461";"978612";null;null;"20";"1";"Jülich, Gym Zitadelle";1;"19730801";"06";"13470";null;"";"0";" ";"0";"0";null;null;null;" ";"167587@schule.nrw.de";"http://www.gymnasium-zitadelle.de";1;0;"0";"0";"0";0;null;"0";"0";"0";314475;5644864
