BKIndex;Flag;FKS;AP;BGrp;BFeld;Ebene3;BAKLALT;BAGRALT;Sortierung;Status;Flag_APOBK;Beschreibung;Beschreibung_W;Beschreibung_MW;geaendert;BAKL;BAGR;Ebene1;Ebene2
10;"3";"439";"01";"T";"ET";"**";"64";"6413";10;"Ausgelaufen";"1";"Technischer Zeichner - Elektrotechnik";"Technische Zeichnerin - Elektrotechnik";"Technische/-r Zeichner/-in - Elektrotechnik";;"*****";"2721210";"**";"**"
10;"3";"442";"01";"O";"OH";"**";"63";"6333";10;"Ausgelaufen";"1";"Textillaborant - chemisch-technisch";"Textillaborantin - chemisch-technisch";"Textillaborant/-in - chemisch-technisch";;"*****";"4132205";"**";"**"
10;"3";"443";"01";"O";"OH";"**";"34";"3441";10;"Ausgelaufen";"1";"Textilmaschinenführer - Maschenindustrie";"Textilmaschinenführerin - Maschenindustrie";"Textilmaschinenführer/-in - Maschenindustrie";;"*****";"2810202";"**";"**"
10;"3";"444";"01";"O";"OH";"**";"34";"3413";10;"Ausgelaufen";"1";"Textilmechaniker - Bandweberei";"Textilmechanikerin - Bandweberei";"Textilmechaniker/-in - Bandweberei";;"*****";"2810202";"**";"**"
10;"3";"448";"01";"O";"OH";"**";"36";"3613";10;"Ausgelaufen";"1";"Textilveredler - Appretur";"Textilveredlerin - Appretur";"Textilveredler/-in - Appretur";;"*****";"2814202";"**";"**"
10;"1";"449";"01";"O";"OH";"A3";"13";"1316";10;"********************";"1";"Thermometermacher - Thermometerblasen";"Thermometermacherin - Thermometerblasen";"Thermometermacher/-in - Thermometerblasen";;"*****";"2133202";"OZ";"**"
10;"1";"452";"01";"O";"OH";"A3";"02";"0241";10;"********************";"1";"Tierpfleger - Forschung und Klinik";"Tierpflegerin - Forschung und Klinik";"Tierpfleger/-in - Forschung und Klinik";;"*****";"1158201";"AW";"**"
10;"1";"453";"01";"A";"AW";"A3";"02";"0230";10;"********************";"1";"Tierwirt - Geflügelhaltung";"Tierwirtin - Geflügelhaltung";"Tierwirt/-in - Geflügelhaltung";;"*****";"1122201";"OZ";"**"
10;"3";"458";"01";"T";"CP";"**";"93";"9352";10;"Ausgelaufen";"1";"Ver-/Entsorger - Abfall";"Ver-/Entsorgerin - Abfall";"Ver-/Entsorger/-in - Abfall";;"*****";"********";"**";"**"
10;"3";"459";"01";"O";"OH";"**";"19";"1910";10;"Ausgelaufen";"1";"Verfahrensmechaniker - Hütten-/Halbzeugindustrie";"Verfahrensmechanikerin - Hütten-/Halbzeugindustrie";"Verfahrensmechaniker/-in - Hütten-/Halbzeugindustrie";;"*****";"2411202";"**";"**"
10;"1";"461";"01";"O";"OH";"A3";"15";"1520";10;"********************";"1";"Verfahrensmechaniker für Kunststoff- und Kautschuktechnik - Formteile";"Verfahrensmechanikerin für Kunststoff- und Kautschuktechnik - Formteile";"Verfahrensmechaniker/-in für Kunststoff- und Kautschuktechnik - Formteile";;"*****";"2210208";"TN";"**"
10;"1";"465";"01";"O";"OH";"A3";"62";"6240";10;"********************";"1";"Vermessungstechniker - Bergvermessung";"Vermessungstechnikerin - Bergvermessung";"Vermessungstechniker/-in - Bergvermessung";;"*****";"3121205";"TN";"**"
10;"1";"468";"01";"W";"WV";"A3";"78";"7870";10;"********************";"1";"Verwaltungsfachangestellter - Allgemeine Verwaltung des Bundes";"Verwaltungsfachangestellte - Allgemeine Verwaltung des Bundes";"Verwaltungsfachangestellte/-r - Allgemeine Verwaltung des Bundes";;"*****";"7320211";"WV";"**"
10;"3";"470";"01";"O";"OH";"A3";"14";"1418";10;"Ausgelaufen";"1";"Wachszieher - Kerzenherstellung";"Wachszieherin - Kerzenherstellung";"Wachszieher/-in - Kerzenherstellung";;"*****";"9335202";"OZ";"**"
10;"1";"480";"01";"T";"CP";"A4";"**";"****";10;"********************";"1";"Werkstoffprüfer - Metalltechnik";"Werkstoffprüferin - Metalltechnik";"Werkstoffprüfer/-in - Metalltechnik";;"*****";"4142205";"TN";"**"
10;"3";"481";"01";"T";"MT";"**";"29";"2931";10;"Ausgelaufen";"1";"Werkzeugmacher - Formenbau";"Werkzeugmacherin - Formenbau";"Werkzeugmacher/-in - Formenbau";;"*****";"********";"**";"**"
10;"3";"482";"01";"T";"MT";"**";"29";"2931";10;"Ausgelaufen";"1";"Werkzeugmechaniker - Formentechnik";"Werkzeugmechanikerin - Formentechnik";"Werkzeugmechaniker/-in - Formentechnik";;"*****";"2452205";"**";"**"
10;"3";"487";"01";"T";"MT";"**";"22";"2212";10;"Ausgelaufen";"1";"Zerspanungsmechaniker - Automaten-Drehtechnik";"Zerspanungsmechanikerin - Automaten-Drehtechnik";"Zerspanungsmechaniker/-in - Automaten-Drehtechnik";;"*****";"2423225";"**";"**"
10;"1";"491";"01";"O";"OH";"A3";"**";"****";10;"********************";"1";"Zupfinstrumentenmacher - Gitarrenbau";"Zupfinstrumentenmacherin - Gitarrenbau";"Zupfinstrumentenmacher/-in - Gitarrenbau";;"*****";"9369309";"OZ";"**"
10;"3";"492";"01";"T";"FT";"**";"28";"2813";10;"Ausgelaufen";"1";"Zweiradmechaniker - Fahrradtechnik";"Zweiradmechanikerin - Zweiradtechnik";"Zweiradmechaniker/-in - Fahrradtechnik";;"*****";"2525203";"**";"**"
10;"1";"493";"01";"O";"OH";"A3";"83";"8351";10;"********************";"1";"Bühnenmaler und -plastiker - Plastik";"Bühnenmalerin und -plastikerin - Plastik";"Bühnenmaler/-in und -plastiker/-in - Plastik";;"*****";"9461203";"GT";"**"
10;"3";"509";"01";"O";"OH";"**";"30";"3000";10;"Ausgelaufen";"1";"Feinwerkmechaniker - Feinmechanik";"Feinwerkmechanikerin - Feinmechanik";"Feinwerkmechaniker/-in - Feinmechanik";;"*****";"********";"**";"**"
10;"1";"516";"01";"T";"FT";"A4";"**";"****";10;"********************";"1";"Kraftfahrzeugmechatroniker - Karosserietechnik";"Kraftfahrzeugmechatronikerin - Karosserietechnik";"Kraftfahrzeugmechatroniker/-in - Karosserietechnik";;"*****";"2521225";"TN";"**"
10;"2";"518";"01";"O";"OH";"A4";"19";"1911";10;"********************";"1";"Verfahrensmechaniker in der Hütten- und Halbzeugindustrie - Eisen- und Stahl-Metallurgie";"Verfahrensmechanikerin in der Hütten- und Halbzeugindustrie - Eisen- und Stahl-Metallurgie";"Verfahrensmechaniker/-in in der Hütten- und Halbzeugindustrie - Eisen- und Stahl-Metallurgie";;"*****";"2411203";"TN";"**"
10;"1";"519";"01";"O";"OH";"A4";"11";"1120";10;"********************";"1";"Verfahrensmechaniker in der Steine- und Erdenindustrie - Baustoffe";"Verfahrensmechanikerin in der Steine- und Erdenindustrie - Baustoffe";"Verfahrensmechaniker/-in in der Steine- und Erdenindustrie - Baustoffe";;"*****";"2122205";"TN";"**"
10;"1";"521";"01";"T";"MT";"A4";"28";"2872";10;"********************";"1";"Karosserie- und Fahrzeugbaumechaniker - Karosserieinstandhaltungstechnik";"Karosserie- und Fahrzeugbaumechanikerin - Karosserieinstandhaltungstechnik";"Karosserie- und Fahrzeugbaumechaniker/-in - Karosserieinstandhaltungstechnik";;"*****";"2521211";"TN";"**"
10;"3";"523";"01";"T";"FT";"**";"28";"2872";10;"Ausgelaufen";"1";"Mechaniker für Karosserie- und Fahrzeugbautechnik - Fahrzeugbautechnik";"Mechanikerin für Karosserie- und Fahrzeugbautechnik - Fahrzeugbautechnik";"Mechaniker/-in für Karosserie- und Fahrzeugbautechnik - Fahrzeugbautechnik";;"*****";"********";"**";"**"
10;"3";"531";"01";"O";"OH";"**";"54";"5400";10;"Ausgelaufen";"1";"Maschinen- und Anlagenführer - Druckweiter- und Papierverarbeitung";"Maschinen- und Anlagenführerin - Druckweiter- und Papierverarbeitung";"Maschinen- und Anlagenführer/-in - Druckweiter- und Papierverarbeitung";;"*****";"2512201";"**";"**"
10;"1";"533";"01";"T";"FT";"A3";"14";"1458";10;"********************";"1";"Mechaniker für Reifen- und Vulkanisationstechnik - Reifen- und Fahrwerktechnik";"Mechanikerin für Reifen- und Vulkanisationstechnik - Reifen- und Fahrwerktechnik";"Mechaniker/-in für Reifen- und Vulkanisationstechnik - Reifen- und Fahrwerktechnik";;"*****";"2211202";"TN";"**"
10;"3";"545";"01";"O";"OH";"**";"16";"1610";10;"Ausgelaufen";"1";"Papiertechnologe - Papier- Karton und Pappe";"Papiertechnologin - Papier- Karton und Pappe";"Papiertechnologe/-technologin - Papier- Karton und Pappe";;"*****";"2311203";"**";"**"
10;"1";"550";"01";"O";"OH";"A4";"64";"6416";10;"********************";"1";"Technischer Produktdesigner - Produktgestaltung und -konstruktion";"Technische Produktdesignerin - Produktgestaltung und -konstruktion";"Technische/-r Produktdesigner/-in - Produktgestaltung und -konstruktion";;"*****";"2721206";"TN";"**"
10;"1";"556";"01";"W";"WV";"A3";"69";"6950";10;"********************";"1";"Kaufmann für Versicherungen und Finanzen - Versicherung";"Kauffrau für Versicherungen und Finanzen - Versicherung";"Kaufmann/-frau für Versicherungen und Finanzen - Versicherung";;"*****";"7213202";"WV";"**"
10;"1";"565";"01";"*";"**";"A3";"**";"****";10;"********************";"2";"Verfahrenstechnologe für Mühlen- und Getreidewirtschaft - Agrarlager";"Verfahrenstechnologin für Mühlen- und Getreidewirtschaft - Agrarlager";"Verfahrenstechnologe/-technologin für Mühlen- und Getreidewirtschaft - Agrarlager";;"*****";"2921204";"OZ";"**"
10;"1";"568";"01";"O";"OH";"A2";"48";"4829";10;"********************";"1";"Fachkraft für Holz- und Bautenschutzarbeiten - Holzschutz";"Fachkraft für Holz- und Bautenschutzarbeiten - Holzschutz";"Fachkraft für Holz- und Bautenschutzarbeiten - Holzschutz";;"*****";"3324204";"TN";"**"
10;"1";"569";"01";"O";"OH";"A3";"48";"4829";10;"********************";"1";"Holz- und Bautenschützer - Holzschutz";"Holz- und Bautenschützerin - Holzschutz";"Holz- und Bautenschützer/-in - Holzschutz";;"*****";"3324204";"TN";"**"
10;"1";"573";"01";"*";"**";"A3";"**";"****";10;"********************";"1";"Automatenfachmann - Automatenmechatronik";"Automatenfachmannfrau - Automatenmechatronik";"Automatenfachmann/-frau - Automatenmechatronik";;"*****";"6114204";"TN";"**"
10;"1";"585";"01";"T";"MT";"A3";"07";"0701";10;"********************";"1";"Bergbautechnologe - Tiefbautechnik";"Bergbautechnologin -Tiefbautechnik";"Bergbautechnologe/-technologin - Tiefbautechnik";;"*****";"2111205";"TN";"**"
10;"1";"586";"01";"T";"ET";"A2";"31";"3100";10;"********************";"1";"Industrieelektriker - Betriebstechnik";"Industrieelektrikerin - Betriebstechnik";"Industrieelektriker/-in - Betriebstechnik";;"*****";"2625208";"TN";"**"
10;"1";"587";"01";"O";"OH";"A4";"50";"5028";10;"********************";"1";"Technischer Modellbauer - Anschauung";"Technische Modellbauerin - Anschauung";"Technische/-r Modellbauer/-in - Anschauung";;"*****";"2723211";"TN";"**"
10;"1";"597";"01";"O";"OH";"A3";"34";"3493";10;"********************";"1";"Textilgestalter im Handwerk - Filzen";"Textilgestalterin im Handwerk - Filzen";"Textilgestalter/-in im Handwerk - Filzen";;"*****";"2812206";"GT";"**"
10;"1";"598";"01";"O";"OH";"A4";"64";"6413";10;"********************";"1";"Technischer Systemplaner - Elektrotechnische Systeme";"Technische Systemplanerin - Elektrotechnische Systeme";"Technische/-r Systemplaner/-in - Elektrotechnische Systeme";;"*****";"2721208";"TN";"**"
10;"1";"601";"01";"T";"MT";"A2";"**";"****";10;"********************";"1";"Fachkraft für Metalltechnik - Montagetechnik";"Fachkraft für Metalltechnik - Montagetechnik";"Fachkraft für Metalltechnik - Montagetechnik";;"*****";"2511204";"TN";"**"
10;"1";"611";"01";"T";"FT";"A4";"**";"****";10;"********************";"1";"Zweiradmechatroniker - Fahrradtechnik";"Zweiradmechatronikerin - Fahrradtechnik";"Zweiradmechatroniker/-in - Fahrradtechnik";;"*****";"2525203";"TN";"**"
10;"1";"618";"01";"*";"**";"A4";"**";"****";10;"********************";"2";"Verfahrenstechnologe Metall - Eisen- und Stahlmetallurgie";"Verfahrenstechnologin Metall - Eisen- und Stahlmetallurgie";"Verfahrenstechnolog(e/in) Metall - Eisen- und Stahlmetallurgie";;"*****";"2411205";"TN";"**"
10;"1";"620";"01";"T";"MT";"A4";"**";"****";10;"********************";"2";"Präzisionswerkzeugmechaniker - Schneidwerkzeuge";"Präzisionswerkzeugmechanikerin - Schneidwerkzeuge";"Präzisionswerkzeugmechaniker/-in - Schneidwerkzeuge";;"*****";"2452211";"TN";"**"
10;"1";"621";"01";"O";"OH";"A3";"**";"****";10;"********************";"2";"Maßschuhmacher - Maßschuhe";"Maßschuhmacherin - Maßschuhe";"Maßschuhmacher/-in - Maßschuhe";;"*****";"2833207";"TN";"**"
10;"4";"629";"01";"*";"**";"A3";"**";"****";10;"********************";"2";"Eisenbahner im Betriebsdienst Lokführer und Transport";"Eisenbahnerin im Betriebsdienst Lokführer und Transport";"Eisenbahner/-in im Betriebsdienst Lokführer und Transport";;"*****";"********";"TN";"**"
10;"1";"847";"01";"T";"TB";"MB";"36";"3610";30;"********************";"1";"Textilwerker - Veredlung";"Textilwerkerin - Veredlung";"Textilwerker/-in - Veredlung";;"*****";"2814209";"TN";"**"
10;"1";"852";"01";"T";"MT";"MB";"22";"2210";30;"********************";"1";"Werkzeugmaschinenspaner - Drehen";"Werkzeugmaschinenspanerin - Drehen";"Werkzeugmaschinenspaner/-in - Drehen";;"*****";"2441220";"TN";"**"
10;"1";"854";"01";"T";"MT";"MB";"22";"2240";30;"********************";"1";"Werkzeugmaschinenwerker - Bohren";"Werkzeugmaschinenwerkerin - Bohren";"Werkzeugmaschinenwerker/-in- Bohren";;"*****";"2423229";"TN";"**"
10;"4";"999";"01";"A";"AW";"XX";"**";"****";20;"noch ohne Schlüssel";"1";"Sonstiger Ausbildungsberuf Agrarwirtschaft";"Sonstiger Ausbildungsberuf Agrarwirtschaft";"Sonstiger Ausbildungsberuf Agrarwirtschaft";;"*****";"********";"XX";"XX"
40;"3";"101";"01";"A";"AW";"**";"**";"****";80;"Ausgelaufen";"3";"Schüler mit Arbeitsverhältnis und Praktikanten - Agrarwirtschaft";"Schülerinnen mit Arbeitsverhältnis und Praktikantinnen - Agrarwirtschaft";"Schüler/-innen mit Arbeitsverh. u. Praktikanten/Praktikantinnen - Agrarwirtschaft";;"*****";"********";"**";"**"
40;"3";"102";"01";"A";"AW";"**";"**";"****";90;"Ausgelaufen";"3";"Schüler in berufsvorb. Maßnahmen der AV u. freier Träger - Agrarwirtschaft";"Schülerinnen in berufsvorb. Maßnahmen der AV u. freier Träger - Agrarwirtschaft";"Schüler/-innen in berufsvorb. Maßn. der AV u. freier Träger - Agrarwirtschaft";;"*****";"********";"**";"**"
40;"3";"103";"01";"A";"AW";"**";"**";"****";100;"Ausgelaufen";"3";"Schüler ohne Arbeitsverhältnis - Agrarwirtschaft";"Schülerinnen ohne Arbeitsverhältnis - Agrarwirtschaft";"Schüler/-innen ohne Arbeitsverhältnis - Agrarwirtschaft";;"*****";"********";"**";"**"
40;"3";"104";"01";"A";"AW";"**";"**";"****";110;"Ausgelaufen";"3";"Werkstattjahr - Agrarwirtschaft";"Werkstattjahr - Agrarwirtschaft";"Werkstattjahr - Agrarwirtschaft";;"*****";"********";"**";"**"
40;"3";"999";"01";"X";"XX";"**";"**";"****";115;"noch ohne Schlüssel";"3";"Sonstiger Bildungsgang";"Sonstiger Bildungsgang";"Sonstiger Bildungsgang";;"*****";"********";"**";"**"
56;"3";"248";"01";"*";"**";"**";"**";"****";143;"Auslaufend";"2";"Glasveredler - Schliff und Gravur";"Glasveredlerin - Schliff und Gravur";"Glasveredler/-in - Schliff und Gravur";;"*****";"2134206";"TN";"**"
57;"1";"103";"01";"*";"**";"**";"**";"****";145;"********************";"2";"Farbtechnik und Raumgestaltung";"Farbtechnik und Raumgestaltung";"Farbtechnik und Raumgestaltung";;"33";"********";"GT";"FR"
57;"1";"104";"01";"*";"**";"**";"**";"****";145;"********************";"2";"Gesundheitswesen";"Gesundheitswesen";"Gesundheitswesen";;"82";"********";"GE";"GW"
57;"1";"106";"01";"*";"**";"**";"**";"****";145;"********************";"2";"Bau und Holztechnik";"Bau und Holztechnik";"Bau und Holztechnik";;"32";"********";"TN";"BH"
57;"1";"108";"01";"*";"**";"PF";"**";"****";146;"********************";"2";"Praktikanten/ Praktikantinnen mit Förderverträgen - Elektrotechnik";"Praktikantinnen mit Förderverträgen - Elektrotechnik";"Praktikanten/ Praktikantinnen mit Förderverträgen - Elektrotechnik";;"26";"********";"TN";"ET"
58;"1";"103";"01";"*";"**";"AP";"**";"****";148;"********************";"2";"Schüler mit Arbeitsverh. u. Praktikanten - Farbtechnik und Raumgestaltung";"Schülerinnen mit Arbeitsverh. u. Praktikantinnen - Farbtechnik und Raumgestaltung";"Schüler/-innen mit Arbeitsverh. u. Praktikanten/Praktikantinnen - Farbtechnik und Raumgestaltung";;"*****";"********";"GT";"FR"
58;"1";"104";"01";"*";"**";"AP";"**";"****";148;"********************";"2";"Schüler mit Arbeitsverh. u. Praktikanten - Gesundheitswesen";"Schülerinnen mit Arbeitsverh. u. Praktikantinnen - Gesundheitswesen";"Schüler/-innen mit Arbeitsverh. u. Praktikanten/Praktikantinnen - Gesundheitswesen";;"*****";"********";"GE";"GW"
58;"1";"106";"01";"*";"**";"AP";"**";"****";148;"********************";"2";"Schüler mit Arbeitsverh. u. Praktikanten - Bau und Holztechnik";"Schülerinnen mit Arbeitsverh. u. Praktikantinnen - Bau und Holztechnik";"Schüler/-innen mit Arbeitsverh. u. Praktikanten/Praktikantinnen - Bau und Holztechnik";;"*****";"********";"TN";"BH"
58;"1";"203";"01";"*";"**";"AV";"**";"****";149;"********************";"2";"Schüler in berufsvorb. Maßn. der AV u. freier Träger - Farbtechnik und Raumgestaltung";"Schülerinnen in berufsvorb. Maßn. der AV u. freier Träger - Farbtechnik und Raumgestaltung";"Schüler/-innen in berufsvorb. Maßn. der AV u. freier Träger - Farbtechnik und Raumgestaltung";;"*****";"********";"GT";"FR"
58;"1";"204";"01";"*";"**";"AV";"**";"****";149;"********************";"2";"Schüler in berufsvorb. Maßn. der AV u. freier Träger - Gesundheitswesen";"Schülerinnen in berufsvorb. Maßn. der AV u. freier Träger - Gesundheitswesen";"Schüler/-innen in berufsvorb. Maßn. der AV u. freier Träger - Gesundheitswesen";;"*****";"********";"GE";"GW"
58;"1";"206";"01";"*";"**";"AV";"**";"****";149;"********************";"2";"Schüler in berufsvorb. Maßn. der AV u. freier Träger - Bau und Holztechnik";"Schülerinnen in berufsvorb. Maßn. der AV u. freier Träger - Bau und Holztechnik";"Schüler/-innen in berufsvorb. Maßn. der AV u. freier Träger - Bau und Holztechnik";;"*****";"********";"TN";"BH"
58;"1";"303";"01";"*";"**";"OA";"**";"****";150;"********************";"2";"Schüler ohne Arbeitsverhältnis - Farbtechnik und Raumgestaltung";"Schülerinnen ohne Arbeitsverhältnis - Farbtechnik und Raumgestaltung";"Schüler/-innen ohne Arbeitsverhältnis - Farbtechnik und Raumgestaltung";;"*****";"********";"GT";"FR"
58;"1";"304";"01";"*";"**";"OA";"**";"****";150;"********************";"2";"Schüler ohne Arbeitsverhältnis - Gesundheitswesen";"Schülerinnen ohne Arbeitsverhältnis - Gesundheitswesen";"Schüler/-innen ohne Arbeitsverhältnis - Gesundheitswesen";;"*****";"********";"GE";"GW"
58;"1";"306";"01";"*";"**";"OA";"**";"****";150;"********************";"2";"Schüler ohne Arbeitsverhältnis - Bau und Holztechnik";"Schülerinnen ohne Arbeitsverhältnis - Bau und Holztechnik";"Schüler/-innen ohne Arbeitsverhältnis - Bau und Holztechnik";;"*****";"********";"TN";"BH"
58;"1";"403";"01";"*";"**";"WJ";"**";"****";151;"********************";"2";"Werkstattjahr - Farbtechnik und Raumgestaltung";"Werkstattjahr - Farbtechnik und Raumgestaltung";"Werkstattjahr - Farbtechnik und Raumgestaltung";;"*****";"********";"GT";"FR"
58;"1";"404";"01";"*";"**";"WJ";"**";"****";151;"********************";"2";"Werkstattjahr - Gesundheitswesen";"Werkstattjahr - Gesundheitswesen";"Werkstattjahr - Gesundheitswesen";;"*****";"********";"GE";"GW"
58;"1";"406";"01";"*";"**";"WJ";"**";"****";151;"********************";"2";"Werkstattjahr - Bau und Holztechnik";"Werkstattjahr - Bau und Holztechnik";"Werkstattjahr - Bau und Holztechnik";;"*****";"********";"TN";"BH"
58;"1";"603";"01";"*";"**";"AV";"**";"****";151;"********************";"2";"Berufsvorb. Bildungsmaßn. Rehabilitation (BvB Reha) - Farbtechnik und Raumgestaltung";"Berufsvorb. Bildungsmaßn. Rehabilitation (BvB Reha) - Farbtechnik und Raumgestaltung";"Berufsvorb. Bildungsmaßn. Rehabilitation (BvB Reha) - Farbtechnik und Raumgestaltung";;"*****";"********";"GT";"FR"
58;"1";"604";"01";"*";"**";"AV";"**";"****";151;"********************";"2";"Berufsvorb. Bildungsmaßn. Rehabilitation (BvB Reha) - Gesundheitswesen";"Berufsvorb. Bildungsmaßn. Rehabilitation (BvB Reha) - Gesundheitswesen";"Berufsvorb. Bildungsmaßn. Rehabilitation (BvB Reha) - Gesundheitswesen";;"*****";"********";"GE";"GW"
58;"1";"606";"01";"*";"**";"AV";"**";"****";151;"********************";"2";"Berufsvorb. Bildungsmaßn. Rehabilitation (BvB Reha) - Bau und Holztechnik";"Berufsvorb. Bildungsmaßn. Rehabilitation (BvB Reha) - Bau und Holztechnik";"Berufsvorb. Bildungsmaßn. Rehabilitation (BvB Reha) - Bau und Holztechnik";;"*****";"********";"TN";"BH"
60;"3";"150";"01";"E";"EH";"**";"**";"****";164;"Ausgelaufen";"3";"Assistent für Ernährung und Versorgung - Service";"Assistentin für Ernährung und Versorgung - Service";"Assistent/-in für Ernährung und Versorgung - Service";;"*****";"8321102";"**";"**"
60;"3";"151";"01";"S";"SG";"**";"**";"****";164;"Ausgelaufen";"3";"Sozialassistent - Heilerziehung";"Sozialassistentin - Heilerziehung";"Sozialassistent/-in - Heilerziehung";;"*****";"8313101";"**";"**"
60;"3";"999";"01";"X";"XX";"**";"**";"****";165;"noch ohne Schlüssel";"3";"Sonstiger Bildungsgang";"Sonstiger Bildungsgang";"Sonstiger Bildungsgang";;"*****";"********";"**";"**"
61;"1";"248";"01";"*";"**";"**";"**";"****";155;"********************";"2";"Glasveredler - Schliff und Gravur";"Glasveredlerin - Schliff und Gravur";"Glasveredler/-in - Schliff und Gravur";;"*****";"2134206";"TN";"**"
62;"1";"248";"01";"*";"**";"**";"**";"****";157;"********************";"2";"Glasveredler - Schliff und Gravur";"Glasveredlerin - Schliff und Gravur";"Glasveredler/-in - Schliff und Gravur";;"*****";"2134206";"TN";"**"
63;"1";"177";"01";"*";"**";"**";"**";"****";159;"********************";"2";"Elektroniker für Automatisierungstechnik";"Elektronikerin für Automatisierungstechnik";"Elektroniker/-in für Automatisierungstechnik";;"*****";"2612202";"TN";"**"
70;"3";"113";"01";"T";"MT";"**";"**";"****";170;"Ausgelaufen";"3";"Metalltechnik - Allgemeine Maschinentechnik";"Metalltechnik - Allgemeine Maschinentechnik";"Metalltechnik - Allgemeine Maschinentechnik";;"25";"********";"**";"**"
70;"3";"115";"01";"S";"SG";"**";"**";"****";170;"Ausgelaufen";"3";"Sozialwesen";"Sozialwesen";"Sozialwesen";;"83";"********";"**";"**"
70;"3";"999";"01";"X";"XX";"**";"**";"****";180;"noch ohne Schlüssel";"3";"Sonstiger Bildungsgang";"Sonstiger Bildungsgang";"Sonstiger Bildungsgang";;"*****";"********";"**";"**"
80;"3";"113";"01";"T";"MT";"**";"**";"****";190;"Ausgelaufen";"3";"Metalltechnik - Allgemeine Maschinentechnik";"Metalltechnik - Allgemeine Maschinentechnik";"Metalltechnik - Allgemeine Maschinentechnik";;"25";"********";"**";"**"
80;"3";"115";"01";"S";"SG";"**";"**";"****";190;"Ausgelaufen";"3";"Sozialwesen";"Sozialwesen";"Sozialwesen";;"83";"********";"**";"**"
80;"3";"999";"01";"X";"XX";"**";"**";"****";200;"noch ohne Schlüssel";"3";"Sonstiger Bildungsgang";"Sonstiger Bildungsgang";"Sonstiger Bildungsgang";;"*****";"********";"**";"**"
90;"3";"105";"01";"T";"BT";"**";"48";"4853";210;"Ausgelaufen";"3";"Glaser - Fenster und Glasfassadenbau";"Glaserin - Fenster und Glasfassadenbau";"Glaser/-in - Fenster und Glasfassadenbau";;"*****";"3334202";"**";"**"
90;"3";"106";"01";"G";"FR";"**";"13";"1350";210;"Ausgelaufen";"3";"Glasveredler - Flächenveredler";"Glasveredlerin - Flächenveredler";"Glasveredler/-in - Flächenveredler";;"*****";"********";"**";"**"
90;"3";"112";"01";"T";"ET";"**";"31";"3111";210;"Ausgelaufen";"3";"Elektroniker für Automatisierungstechnik";"Elektronikerin für Automatisierungstechnik";"Elektroniker/-in für Automatisierungstechnik";;"*****";"2612202";"**";"**"
90;"3";"113";"01";"T";"MT";"**";"27";"2740";210;"Ausgelaufen";"3";"Industriemechaniker - Betriebstechnik";"Industriemechanikerin - Betriebstechnik";"Industriemechaniker/-in - Betriebstechnik";;"*****";"********";"**";"**"
90;"3";"114";"01";"T";"MT";"**";"29";"2931";210;"Ausgelaufen";"3";"Werkzeugmechaniker - Formentechnik";"Werkzeugmechanikerin - Formentechnik";"Werkzeugmechaniker/-in - Formentechnik";;"*****";"********";"**";"**"
90;"3";"137";"01";"T";"MT";"**";"25";"2543";210;"Ausgelaufen";"3";"Metallbauer - Konstruktionstechnik";"Metallbauerin - Konstruktionstechnik";"Metallbauer/-in - Konstruktionstechnik";;"*****";"2441209";"**";"**"
90;"3";"999";"01";"X";"XX";"**";"**";"****";220;"noch ohne Schlüssel";"3";"Sonstiger Bildungsgang";"Sonstiger Bildungsgang";"Sonstiger Bildungsgang";;"*****";"********";"**";"**"
91;"1";"103";"01";"*";"**";"**";"**";"****";221;"********************";"2";"Farbtechnik und Raumgestaltung";"Farbtechnik und Raumgestaltung";"Farbtechnik und Raumgestaltung";;"33";"********";"GT";"FR"
91;"1";"104";"01";"*";"**";"**";"**";"****";221;"********************";"2";"Gesundheitswesen";"Gesundheitswesen";"Gesundheitswesen";;"82";"********";"GE";"GW"
91;"1";"106";"01";"*";"**";"**";"**";"****";221;"********************";"2";"Bau und Holztechnik";"Bau und Holztechnik";"Bau und Holztechnik";;"32";"********";"TN";"BH"
92;"1";"103";"01";"*";"**";"**";"**";"****";223;"********************";"2";"Farbtechnik und Raumgestaltung";"Farbtechnik und Raumgestaltung";"Farbtechnik und Raumgestaltung";;"33";"********";"GT";"FR"
92;"1";"104";"01";"*";"**";"**";"**";"****";223;"********************";"2";"Gesundheitswesen";"Gesundheitswesen";"Gesundheitswesen";;"82";"********";"GE";"GW"
92;"1";"106";"01";"*";"**";"**";"**";"****";223;"********************";"2";"Bau und Holztechnik";"Bau und Holztechnik";"Bau und Holztechnik";;"32";"********";"TN";"BH"
93;"4";"102";"01";"*";"**";"**";"**";"****";225;"********************";"2";"Kinderpfleger (praxisintegriert)";"Kinderpflegerin (praxisintegriert)";"Kinderpfleger/-in (praxisintegriert)";;"*****";"********";"GE";"KI"
93;"1";"103";"01";"*";"**";"HE";"**";"****";225;"********************";"2";"Sozialassistent - Heilerziehung";"Sozialassistentin - Heilerziehung";"Sozialassistent/-in - Heilerziehung";;"*****";"8313101";"GE";"SH"
100;"1";"102";"01";"T";"BH";"**";"**";"****";230;"********************";"1";"Bautechnischer Assistent - Denkmalpflege";"Bautechnische Assistentin - Denkmalpflege";"Bautechnische/-r Assistent/-in - Denkmalpflege";;"*****";"3115201";"TN";"**"
